"","ctr.1","ctr.2","ctr.3","ctr.4","als.1","als.2","als.3","als.4"
"TMEM171",0,0,0,0,0,0,0,0
"TMEM173",0,0,0,4,0,0,0,0
"TMEM175",12,10,12,10,13,15,12,11
"TMEM176A",0,28,5,3,2,4,2,3
"TMEM176B",1,15,5,3,2,4,1,3
"TMEM177",7,2,8,5,8,4,7,7
"TMEM178A",12,27,14,8,11,19,11,11
"TMEM178B",5,9,9,5,9,14,8,9
"TMEM179",2,1,2,2,3,2,2,2
"TMEM179B",18,6,19,18,17,8,18,17
"TMEM18",16,9,14,14,16,10,16,16
"TMEM180",3,2,3,2,3,2,3,4
"TMEM181",9,4,10,8,10,6,9,10
"TMEM182",2,1,2,1,2,1,1,2
"TMEM183A",5,6,7,5,6,5,7,8
"TMEM183B",19,23,23,22,25,18,23,26
"TMEM184A",0,0,0,0,0,0,0,0
"TMEM184B",46,17,37,40,42,32,39,34
"TMEM184C",14,7,14,12,15,9,13,15
"TMEM185A",11,8,12,13,12,10,12,12
"TMEM185B",7,2,5,5,5,3,4,5
"TMEM186",6,2,5,4,6,3,6,8
"TMEM187",2,1,4,6,4,2,4,3
"TMEM189",8,5,12,11,11,5,10,10
"TMEM189-UBE2V1",5,3,6,6,5,5,6,6
"TMEM19",6,2,6,5,6,3,6,6
"TMEM190",1,0,3,0,1,1,0,0
"TMEM191A",2,4,2,1,2,3,2,1
"TMEM191B",0,1,0,0,0,0,1,0
"TMEM191C",1,2,0,1,1,1,0,0
"TMEM192",4,3,3,4,4,3,3,3
"TMEM194A",7,3,5,4,4,3,5,6
"TMEM194B",1,0,0,1,0,0,0,0
"TMEM196",1,2,3,1,4,4,3,4
"TMEM198",7,6,12,8,13,8,13,16
"TMEM198B",8,6,6,5,7,5,6,6
"TMEM199",9,6,11,8,13,5,11,12
"TMEM2",13,7,10,13,14,8,15,17
"TMEM200A",3,3,7,5,6,7,5,6
"TMEM200B",0,0,0,4,0,0,0,0
"TMEM200C",9,3,9,8,8,4,10,7
"TMEM201",7,5,9,7,9,7,9,8
"TMEM203",18,8,19,18,22,11,22,24
"TMEM204",0,0,0,1,0,0,0,0
"TMEM205",28,24,40,33,43,24,36,43
"TMEM206",12,11,14,10,12,13,13,12
"TMEM207",0,0,0,0,0,0,0,0
"TMEM208",20,15,22,21,24,15,22,29
"TMEM209",9,3,7,6,8,4,7,8
"TMEM211",0,0,0,0,0,0,0,0
"TMEM212",9,11,6,6,7,10,7,7
"TMEM213",0,0,0,0,0,0,0,0
"TMEM214",15,13,12,27,13,11,11,14
"TMEM215",0,0,0,2,0,0,0,0
"TMEM216",9,4,7,8,9,6,9,8
"TMEM217",0,0,1,0,0,0,0,0
"TMEM218",5,2,4,3,5,1,5,5
"TMEM219",31,32,31,34,34,22,35,38
"TMEM220",1,1,1,1,1,1,0,1
"TMEM221",3,1,2,5,2,1,2,1
"TMEM222",20,21,23,19,23,22,22,26
"TMEM223",11,5,10,14,17,5,12,16
"TMEM229A",0,0,0,0,0,0,0,0
"TMEM229B",1,1,4,1,4,3,3,3
"TMEM230",36,27,48,39,44,17,36,42
"TMEM231",22,12,24,14,31,12,25,22
"TMEM232",1,0,2,1,2,0,1,1
"TMEM233",0,0,0,0,0,0,0,0
"TMEM234",6,6,5,6,5,5,5,5
"TMEM235",0,0,0,0,0,0,0,0
"TMEM236",0,0,0,0,0,0,0,0
"TMEM237",9,5,8,7,10,5,9,9
"TMEM238",0,0,0,0,0,0,0,0
"TMEM240",5,5,6,5,8,7,8,5
"TMEM241",2,3,4,2,3,2,3,3
"TMEM242",4,3,6,4,6,4,5,6
"TMEM245",12,9,14,11,12,11,14,15
"TMEM246",11,13,16,12,16,20,12,16
"TMEM248",25,11,23,29,23,16,22,23
"TMEM249",1,0,1,1,1,1,1,0
"TMEM25",14,13,14,14,16,14,16,14
"TMEM251",12,9,11,10,14,9,13,16
"TMEM252",0,0,0,1,0,0,0,0
"TMEM26",0,0,0,1,0,0,0,0
"TMEM27",0,0,1,1,1,0,0,1
"TMEM30A",28,25,41,33,41,37,34,38
"TMEM30B",0,0,0,0,0,0,0,0
"TMEM30C",0,0,0,0,0,0,0,0
"TMEM31",1,1,1,1,0,1,0,1
"TMEM33",8,5,9,7,8,6,8,9
"TMEM35",28,67,53,28,56,62,52,58
"TMEM37",0,0,0,1,0,0,0,0
"TMEM38A",4,4,5,4,5,4,4,5
"TMEM38B",5,6,6,5,4,5,5,6
"TMEM39A",5,6,3,12,4,6,5,6
"TMEM39B",10,9,9,10,10,8,11,10
"TMEM40",0,0,0,0,0,0,0,0
"TMEM41A",6,4,6,7,5,4,5,5
"TMEM41B",9,12,11,9,11,11,10,12
"TMEM42",9,7,10,7,11,11,10,9
"TMEM43",23,10,20,25,20,15,20,21
"TMEM44",6,4,5,4,5,4,5,5
"TMEM44-AS1",1,0,1,1,2,0,2,1
"TMEM45A",4,4,8,20,7,2,5,8
"TMEM45B",0,0,0,0,0,0,0,0
"TMEM47",34,11,53,18,33,26,28,28
"TMEM48",10,3,7,7,7,4,8,8
"TMEM5",6,2,7,7,7,3,5,8
"TMEM50A",33,20,32,29,33,22,35,38
"TMEM50B",14,16,15,11,14,13,13,15
"TMEM51",1,1,2,4,1,1,1,1
"TMEM52",1,0,1,1,1,0,1,1
"TMEM52B",0,0,0,0,0,0,0,0
"TMEM53",3,3,4,3,5,4,4,5
"TMEM54",2,5,8,8,2,6,3,3
"TMEM55A",6,12,10,7,10,11,8,12
"TMEM55B",16,21,19,15,21,18,19,24
"TMEM56",1,0,1,1,1,0,1,1
"TMEM56-RWDD3",0,0,0,0,0,0,0,0
"TMEM57",9,16,13,10,15,14,13,16
"TMEM59",59,66,70,56,70,59,74,73
"TMEM59L",34,71,76,35,69,92,51,53
"TMEM60",15,10,17,16,17,9,16,18
"TMEM61",0,0,0,0,0,0,0,0
"TMEM62",3,1,3,3,4,2,4,4
"TMEM63A",4,1,2,3,2,1,2,2
"TMEM63B",26,34,37,24,39,38,36,32
"TMEM63C",4,5,6,3,6,12,6,6
"TMEM64",10,8,9,8,11,7,12,12
"TMEM65",10,4,11,6,9,6,7,8
"TMEM66",146,135,190,128,209,184,154,188
"TMEM67",10,2,7,4,8,2,8,7
"TMEM68",6,4,7,5,6,5,6,7
"TMEM69",11,12,11,10,13,9,13,14
"TMEM70",6,3,9,6,10,4,9,12
"TMEM71",0,0,0,0,0,0,0,0
"TMEM72",0,0,0,1,0,0,0,0
"TMEM72-AS1",0,0,0,0,0,0,0,0
"TMEM74",1,1,2,1,2,2,2,2
"TMEM74B",3,12,6,2,6,11,5,4
"TMEM79",2,2,2,3,2,2,2,2
"TMEM80",12,3,6,7,8,4,9,8
"TMEM81",2,6,3,2,2,5,2,3
"TMEM82",0,0,0,0,0,0,0,0
"TMEM86A",2,1,2,2,2,3,2,2
"TMEM86B",3,2,2,1,2,4,2,2
"TMEM87A",14,9,13,12,14,12,14,16
"TMEM87B",2,1,2,3,1,2,1,1
"TMEM88",3,2,4,2,3,2,4,4
"TMEM88B",0,0,0,0,0,0,0,0
"TMEM89",0,0,0,0,0,0,0,0
"TMEM8A",16,10,17,20,19,13,16,17
"TMEM8B",26,31,27,23,27,30,25,21
"TMEM8C",0,0,0,0,0,0,0,0
"TMEM9",68,87,80,88,79,92,73,82
"TMEM91",7,12,5,6,7,11,6,5
"TMEM92",0,0,0,0,0,0,0,0
"TMEM95",0,0,0,0,0,0,0,0
"TMEM97",20,33,19,18,16,13,23,25
"TMEM98",64,14,41,58,40,15,46,43
"TMEM99",2,2,3,2,3,2,3,3
"TMEM9B",17,10,24,17,25,13,19,24
"TMF1",9,7,7,8,10,10,9,11
"TMIE",1,0,1,0,1,0,1,1
"TMIGD2",1,0,0,0,0,0,0,0
"TMLHE",9,7,8,7,6,7,9,8
"TMLHE-AS1",0,0,0,0,0,0,0,0
"TMOD1",5,1,16,1,9,3,7,6
"TMOD2",11,6,16,9,15,19,10,9
"TMOD3",13,6,11,12,12,7,9,10
"TMOD4",0,0,0,0,0,0,0,0
"TMPO",42,31,32,28,32,19,36,44
"TMPO-AS1",2,0,1,1,1,0,1,1
"TMPPE",1,1,1,1,1,1,0,1
"TMPRSS11A",0,0,0,0,0,0,0,0
"TMPRSS11B",0,0,0,0,0,0,0,0
"TMPRSS11BNL",0,0,0,0,0,0,0,0
"TMPRSS11D",0,0,0,0,0,0,0,0
"TMPRSS11F",0,0,0,0,0,0,0,0
"TMPRSS12",0,0,0,0,0,0,0,0
"TMPRSS13",0,0,0,0,0,0,0,0
"TMPRSS15",0,0,0,0,0,0,0,0
"TMPRSS2",0,0,0,0,0,0,0,0
"TMPRSS3",0,0,0,0,0,0,0,0
"TMPRSS5",3,1,1,2,2,1,1,1
"TMPRSS6",0,0,0,0,0,0,0,0
"TMPRSS7",0,0,0,0,0,0,0,0
"TMPRSS9",0,1,0,0,0,1,0,0
"TMSB10",1075,1328,1791,1246,1765,1155,1614,1846
"TMSB15A",82,130,85,51,85,93,126,133
"TMSB15B",9,10,22,13,10,7,10,14
"TMSB4X",1565,1092,3346,3357,1616,2087,1605,1684
"TMSB4Y",2,1,0,0,4,0,2,3
"TMTC1",2,1,4,3,3,3,3,3
"TMTC2",11,9,16,9,14,10,16,15
"TMTC3",4,1,3,4,3,2,3,3
"TMTC4",20,15,27,19,26,19,29,24
"TMUB1",14,13,14,14,16,12,15,19
"TMUB2",13,12,13,13,15,13,15,15
"TMX1",10,5,11,8,10,5,11,13
"TMX2",42,36,49,37,59,31,53,68
"TMX2-CTNND1",11,10,14,12,18,13,16,16
"TMX3",9,5,7,6,8,5,8,8
"TMX4",18,9,20,18,20,14,19,18
"TNC",11,1,8,18,6,4,3,2
"TNF",0,0,0,0,0,0,0,0
"TNFAIP1",28,13,28,24,33,22,34,32
"TNFAIP2",0,0,1,1,1,1,0,0
"TNFAIP3",1,0,1,2,1,1,1,1
"TNFAIP6",0,0,0,0,0,0,0,0
"TNFAIP8",2,0,1,3,1,1,1,1
"TNFAIP8L1",4,3,4,4,3,3,3,3
"TNFAIP8L2",0,0,0,0,0,0,0,0
"TNFAIP8L2-SCNM1",0,0,0,0,0,0,0,0
"TNFAIP8L3",0,0,0,0,0,0,0,0
"TNFRSF10A",0,0,0,0,0,0,0,0
"TNFRSF10B",28,31,28,31,26,50,26,15
"TNFRSF10C",1,0,1,0,1,1,0,0
"TNFRSF10D",2,2,4,2,3,2,3,1
"TNFRSF11A",0,0,0,0,0,0,0,0
"TNFRSF11B",2,0,2,1,3,0,5,2
"TNFRSF12A",5,3,8,8,5,2,5,5
"TNFRSF13B",0,0,0,0,0,0,0,0
"TNFRSF13C",1,1,0,1,0,1,0,0
"TNFRSF14",0,0,0,0,0,0,0,0
"TNFRSF17",0,0,0,0,0,0,0,0
"TNFRSF18",0,0,0,0,0,0,0,0
"TNFRSF19",6,3,10,17,6,4,10,6
"TNFRSF1A",13,7,16,22,10,8,12,10
"TNFRSF1B",0,0,0,0,0,0,0,0
"TNFRSF21",16,15,28,17,19,17,24,19
"TNFRSF25",9,7,5,4,4,10,6,3
"TNFRSF4",0,0,0,0,0,0,0,0
"TNFRSF6B",0,0,0,0,0,0,0,0
"TNFRSF8",0,0,0,0,0,0,0,0
"TNFRSF9",0,0,0,0,0,0,0,0
"TNFSF10",3,1,6,1,4,0,11,4
"TNFSF11",0,0,0,0,0,0,0,0
"TNFSF12",1,0,1,1,0,0,0,0
"TNFSF12-TNFSF13",0,0,0,0,0,0,0,0
"TNFSF13",1,1,1,1,1,1,1,1
"TNFSF13B",0,0,0,0,0,0,0,0
"TNFSF14",0,0,0,0,0,0,0,0
"TNFSF15",0,0,0,0,0,0,0,0
"TNFSF18",0,0,0,0,0,0,0,0
"TNFSF4",0,0,0,0,0,0,0,0
"TNFSF9",1,1,2,1,2,5,1,0
"TNIK",20,15,23,13,20,22,21,20
"TNIP1",82,8,42,55,57,14,54,40
"TNIP2",10,5,8,9,8,5,9,8
"TNIP3",0,0,0,0,0,0,0,0
"TNK1",1,0,1,0,0,0,1,0
"TNK2",10,13,9,8,9,16,10,7
"TNKS",18,20,17,15,18,23,19,20
"TNKS1BP1",15,19,14,16,14,19,16,16
"TNKS2",17,12,16,16,18,16,18,18
"TNMD",0,0,1,5,0,0,0,0
"TNN",0,0,0,1,0,0,0,0
"TNNC1",1,0,0,5,1,0,0,1
"TNNC2",0,0,0,4,0,0,0,0
"TNNI1",0,0,0,1,0,0,0,0
"TNNI2",0,0,0,3,0,0,0,0
"TNNI3",3,1,2,1,1,2,1,1
"TNNI3K",0,0,0,0,0,0,0,0
"TNNT1",2,1,1,4,1,1,2,1
"TNNT2",0,0,0,2,0,0,0,0
"TNNT3",0,0,0,4,0,0,0,0
"TNPO1",22,31,26,20,24,25,29,29
"TNPO2",54,90,60,41,70,91,65,63
"TNPO3",22,23,23,20,23,21,25,27
"TNR",0,1,3,0,1,1,1,1
"TNRC18",16,14,11,12,14,17,14,14
"TNRC6A",14,12,11,11,12,14,12,11
"TNRC6B",6,5,5,5,5,7,5,5
"TNRC6C",8,10,8,7,9,14,9,8
"TNS1",3,1,3,6,2,3,2,3
"TNS3",15,2,9,18,9,3,9,7
"TNS4",0,0,0,0,0,0,0,0
"TNXA",0,0,0,0,0,0,0,0
"TNXB",1,1,0,1,1,1,1,1
"TOB1",33,13,26,22,31,25,27,23
"TOB1-AS1",1,2,1,1,2,2,1,2
"TOB2",21,8,15,18,19,12,20,19
"TOB2P1",1,0,0,0,1,0,0,1
"TOE1",6,3,5,5,6,3,7,6
"TOLLIP",13,11,16,13,16,14,16,16
"TOM1",15,10,16,18,17,12,15,17
"TOM1L1",7,1,7,4,5,2,5,3
"TOM1L2",13,9,22,13,20,19,20,18
"TOMM20",70,138,79,74,80,100,80,97
"TOMM20L",1,0,1,1,1,1,1,1
"TOMM22",33,30,40,38,42,23,43,49
"TOMM34",15,10,13,15,12,8,11,12
"TOMM40",27,26,34,27,41,19,36,43
"TOMM40L",7,4,10,6,11,7,9,10
"TOMM5",46,53,52,59,68,35,57,87
"TOMM6",53,63,46,57,61,39,51,77
"TOMM7",81,129,94,120,93,90,97,109
"TOMM70A",16,20,21,17,21,18,20,25
"TONSL",8,4,5,3,4,3,5,4
"TOP1",37,35,38,30,37,29,40,40
"TOP1MT",9,5,6,8,6,4,6,5
"TOP1P1",0,0,0,0,0,0,0,0
"TOP1P2",0,0,0,0,0,0,0,0
"TOP2A",42,36,26,28,12,14,24,25
"TOP2B",77,51,72,56,79,56,82,82
"TOP3A",8,6,7,6,8,7,8,9
"TOP3B",10,11,6,6,7,7,8,8
"TOPBP1",13,10,10,10,13,8,12,16
"TOPORS",8,4,8,7,8,5,9,9
"TOR1A",17,8,20,18,20,11,20,22
"TOR1AIP1",11,4,8,10,10,6,9,10
"TOR1AIP2",9,4,8,7,8,5,8,9
"TOR1B",7,3,8,8,9,5,8,8
"TOR2A",10,8,11,9,13,10,13,15
"TOR3A",9,2,9,8,9,4,9,8
"TOR4A",0,0,0,1,0,0,0,0
"TOX",21,13,10,16,18,13,22,19
"TOX2",17,19,22,9,19,18,20,19
"TOX3",13,17,13,11,18,15,21,21
"TOX4",20,13,19,17,20,15,19,22
"TP53",30,4,17,25,19,16,22,3
"TP53AIP1",0,0,0,0,0,1,0,0
"TP53BP1",30,19,26,21,29,23,28,28
"TP53BP2",17,11,10,13,11,9,11,12
"TP53I11",19,28,33,27,28,34,30,32
"TP53I13",20,9,14,15,13,8,13,11
"TP53I3",12,2,8,12,12,3,10,7
"TP53INP1",23,10,16,16,22,18,16,11
"TP53INP2",17,16,25,15,23,20,21,18
"TP53RK",7,4,8,6,9,4,8,8
"TP53TG1",11,5,11,15,11,6,10,7
"TP53TG3",0,3,0,0,0,0,1,0
"TP53TG3B",0,3,0,0,0,0,1,0
"TP53TG3C",0,3,0,0,0,0,2,0
"TP53TG5",0,0,0,0,0,0,0,0
"TP63",0,0,0,0,0,0,0,0
"TP73",0,0,0,0,0,0,0,0
"TP73-AS1",9,6,7,7,7,7,8,7
"TPBG",51,24,34,25,45,31,71,34
"TPBGL",0,0,0,0,0,0,0,0
"TPCN1",4,2,2,5,3,5,3,2
"TPCN2",2,0,1,1,1,0,1,1
"TPD52",17,4,7,9,5,4,5,6
"TPD52L1",7,2,7,25,9,5,7,5
"TPD52L2",31,34,34,36,38,27,35,44
"TPGS1",7,5,8,7,7,6,7,9
"TPGS2",64,54,78,60,73,46,76,80
"TPH1",0,0,0,0,0,0,0,0
"TPH2",0,0,0,0,0,0,0,0
"TPI1",834,283,773,908,871,261,945,825
"TPI1P2",1,0,1,0,1,0,1,1
"TPI1P3",0,0,0,0,0,0,0,0
"TPK1",1,1,1,1,1,1,1,1
"TPM1",59,30,70,118,48,30,48,37
"TPM2",10,12,8,106,3,2,6,4
"TPM3",55,28,50,42,51,21,50,56
"TPM3P9",6,4,4,3,4,3,5,5
"TPM4",74,62,78,161,58,44,69,76
"TPMT",6,2,4,4,6,3,4,6
"TPO",0,0,0,0,0,0,0,0
"TPP1",32,17,26,29,24,19,23,19
"TPP2",9,6,8,7,8,5,8,8
"TPPP",7,8,9,4,8,13,8,7
"TPPP2",0,0,0,0,0,0,0,0
"TPPP3",134,29,103,31,147,64,73,77
"TPR",22,12,15,17,16,13,18,15
"TPRA1",13,9,12,15,12,11,11,12
"TPRG1",0,0,0,0,0,0,0,0
"TPRG1-AS2",0,0,0,0,0,0,0,0
"TPRG1L",10,10,10,11,13,10,11,15
"TPRKB",14,7,13,10,14,6,14,17
"TPRN",4,4,6,5,6,4,6,7
"TPRX1",0,0,0,0,0,0,0,0
"TPRXL",0,0,0,0,0,0,0,0
"TPSAB1",0,0,0,0,0,0,0,0
"TPSB2",0,0,0,0,0,0,0,0
"TPSD1",0,0,0,0,0,0,0,0
"TPSG1",0,1,0,0,1,1,1,1
"TPST1",11,4,11,10,10,5,10,11
"TPST2",9,5,9,9,10,8,7,7
"TPT1",920,1652,876,2268,1131,854,1108,1482
"TPT1-AS1",9,14,7,8,9,10,7,10
"TPTE",0,0,0,0,0,0,0,0
"TPTE2",0,0,0,0,0,0,0,0
"TPTE2P1",0,0,0,0,1,0,0,0
"TPTE2P3",0,0,0,0,0,0,0,0
"TPTE2P5",0,0,1,0,1,0,0,1
"TPTE2P6",0,0,0,0,0,0,0,0
"TPTEP1",0,0,0,0,0,1,0,0
"TPX2",25,23,29,25,10,9,15,18
"TRA2A",45,44,37,32,45,27,43,48
"TRA2B",40,22,37,32,36,19,41,42
"TRABD",10,9,8,8,8,9,10,7
"TRABD2A",0,1,1,0,0,0,2,1
"TRABD2B",1,1,1,3,1,0,1,1
"TRADD",2,0,2,3,1,0,1,1
"TRAF1",0,0,0,0,0,0,1,0
"TRAF2",6,5,5,5,5,5,6,6
"TRAF3",13,6,18,8,15,13,13,12
"TRAF3IP1",7,2,7,5,7,3,7,7
"TRAF3IP2",6,0,2,3,3,1,2,1
"TRAF3IP2-AS1",11,10,9,7,10,13,12,11
"TRAF3IP3",0,0,0,0,0,0,0,0
"TRAF4",18,32,24,18,24,28,29,29
"TRAF5",1,1,1,3,1,1,1,1
"TRAF6",5,5,4,4,4,6,4,4
"TRAF7",28,19,22,23,27,21,25,23
"TRAFD1",23,17,24,21,27,20,26,27
"TRAIP",4,1,3,3,2,1,3,3
"TRAK1",25,25,31,20,31,33,31,27
"TRAK2",5,2,7,7,6,2,6,7
"TRAM1",28,17,26,37,25,13,24,29
"TRAM1L1",3,1,2,3,4,1,3,3
"TRAM2",5,1,5,9,4,3,4,3
"TRANK1",1,0,0,0,0,0,0,0
"TRAP1",37,64,46,41,52,46,45,56
"TRAPPC1",74,65,78,73,82,59,75,94
"TRAPPC10",7,6,7,6,7,6,7,8
"TRAPPC11",10,6,9,9,10,7,10,10
"TRAPPC12",14,8,17,15,19,8,18,16
"TRAPPC2",5,8,9,7,5,10,4,6
"TRAPPC2L",23,13,28,32,36,12,27,32
"TRAPPC2P1",8,8,10,9,10,9,11,13
"TRAPPC3",28,18,32,28,35,19,33,34
"TRAPPC4",26,14,38,27,45,23,32,36
"TRAPPC5",45,28,61,54,59,33,58,63
"TRAPPC6A",16,11,17,16,17,10,19,17
"TRAPPC6B",9,7,14,9,13,10,12,14
"TRAPPC8",7,4,6,6,7,4,6,7
"TRAPPC9",6,15,13,12,13,14,11,11
"TRAT1",0,0,0,0,0,0,0,0
"TRDMT1",2,1,1,1,1,1,1,2
"TRDN",0,0,0,0,1,0,0,0
"TREH",0,0,0,0,0,0,0,0
"TREM1",0,0,0,0,0,0,0,0
"TREM2",0,0,0,0,0,0,0,0
"TREML2",0,0,0,0,0,0,0,0
"TREML3P",0,0,0,0,0,0,0,0
"TRERF1",5,3,3,4,4,4,3,3
"TREX1",8,1,4,5,5,2,5,5
"TREX2",0,0,0,0,0,0,0,0
"TRH",11,54,6,9,22,12,28,25
"TRHDE",1,1,1,1,1,0,1,1
"TRHDE-AS1",0,2,1,1,1,1,1,1
"TRHR",0,0,0,0,0,0,0,0
"TRIAP1",18,12,21,17,24,14,21,20
"TRIB1",4,12,7,5,7,13,8,8
"TRIB2",40,53,70,42,69,88,59,65
"TRIB3",6,16,11,33,10,13,7,10
"TRIL",2,1,2,4,1,1,2,1
"TRIM10",0,0,0,0,0,0,0,0
"TRIM11",5,7,6,5,5,5,5,6
"TRIM13",6,4,7,5,7,7,8,8
"TRIM14",1,0,1,0,0,0,0,0
"TRIM15",0,0,0,0,0,0,0,0
"TRIM16",12,9,10,11,12,8,10,11
"TRIM16L",5,8,5,6,6,7,5,6
"TRIM17",1,0,1,0,1,1,1,0
"TRIM2",35,22,35,27,35,28,36,36
"TRIM21",6,1,4,5,5,2,4,4
"TRIM22",12,6,7,13,9,8,6,2
"TRIM23",8,7,8,7,9,10,8,9
"TRIM24",22,14,26,19,24,18,27,26
"TRIM25",6,1,5,6,4,2,4,3
"TRIM26",13,5,13,11,13,8,14,12
"TRIM27",23,20,24,24,26,23,24,27
"TRIM28",145,189,121,128,129,142,153,141
"TRIM29",0,0,0,0,0,0,0,0
"TRIM3",8,12,10,7,11,13,10,10
"TRIM31",0,0,0,0,0,0,0,0
"TRIM32",6,5,9,6,9,8,9,8
"TRIM33",11,7,10,8,10,7,10,10
"TRIM34",0,0,0,1,0,0,0,0
"TRIM35",5,6,6,5,6,6,6,6
"TRIM36",13,17,14,8,14,9,11,14
"TRIM37",18,13,21,13,24,16,20,24
"TRIM38",0,0,0,1,0,0,0,0
"TRIM39",5,3,4,4,5,4,5,5
"TRIM39-RPP21",0,0,1,0,1,0,0,0
"TRIM4",7,5,3,8,5,5,7,5
"TRIM41",19,11,14,10,18,13,17,15
"TRIM43",0,0,0,0,0,0,0,0
"TRIM43B",0,0,0,0,0,0,0,0
"TRIM44",29,19,27,24,29,22,27,30
"TRIM45",9,5,3,4,3,6,4,2
"TRIM46",6,7,6,3,6,7,8,6
"TRIM47",1,0,1,1,1,1,1,1
"TRIM48",1,0,0,0,0,0,0,1
"TRIM49",1,0,0,0,0,0,0,0
"TRIM49B",0,0,0,0,0,0,0,0
"TRIM49DP",0,0,0,0,0,0,0,0
"TRIM49L1",0,0,0,0,0,0,0,0
"TRIM5",13,6,11,12,12,8,8,8
"TRIM50",0,0,0,0,0,0,0,0
"TRIM51",0,0,0,0,0,0,0,0
"TRIM52",5,9,5,4,6,7,5,6
"TRIM53AP",0,0,0,0,0,0,0,0
"TRIM54",0,0,0,0,0,0,0,0
"TRIM55",0,0,0,0,0,0,0,0
"TRIM56",5,1,2,3,3,1,2,2
"TRIM58",0,0,0,0,0,0,0,0
"TRIM59",7,4,4,3,4,3,4,5
"TRIM6",1,0,0,0,0,0,0,1
"TRIM6-TRIM34",0,0,0,0,0,0,0,0
"TRIM60",0,0,0,0,0,0,0,0
"TRIM61",0,0,0,0,0,1,0,0
"TRIM62",3,5,7,5,5,4,5,4
"TRIM63",0,0,0,0,0,0,0,0
"TRIM64",0,0,0,0,0,0,0,0
"TRIM64B",0,0,0,0,0,0,0,0
"TRIM65",5,3,4,5,4,5,3,4
"TRIM66",1,1,1,1,1,2,1,1
"TRIM67",2,7,6,2,6,10,6,5
"TRIM68",6,3,6,5,6,4,5,6
"TRIM69",1,1,2,1,1,1,1,1
"TRIM7",1,1,1,1,1,2,1,1
"TRIM71",1,5,1,1,1,1,1,2
"TRIM72",0,0,0,0,0,0,0,0
"TRIM73",2,2,1,1,1,2,1,1
"TRIM74",2,2,1,1,1,2,1,1
"TRIM8",18,24,20,18,23,26,22,20
"TRIM9",9,9,17,8,12,12,16,11
"TRIML2",0,0,0,0,0,0,0,0
"TRIO",15,11,16,15,17,20,15,17
"TRIOBP",20,6,15,18,15,9,16,13
"TRIP10",10,13,8,12,6,9,9,6
"TRIP11",6,2,5,5,5,3,5,5
"TRIP12",30,12,23,23,24,18,25,25
"TRIP13",7,1,4,4,4,1,6,5
"TRIP4",10,7,9,8,11,5,10,12
"TRIP6",11,5,7,14,7,6,9,6
"TRIQK",5,10,7,6,8,7,7,9
"TRIT1",8,9,7,7,7,7,8,8
"TRMT1",16,20,11,13,15,13,15,16
"TRMT10A",2,1,2,1,2,1,2,2
"TRMT10B",6,4,5,4,6,4,5,6
"TRMT10C",10,3,12,9,13,5,12,16
"TRMT11",10,10,8,8,9,10,9,9
"TRMT112",97,130,92,109,111,88,101,132
"TRMT12",5,2,6,4,6,3,6,5
"TRMT13",3,3,2,2,2,3,3,2
"TRMT1L",4,4,4,4,4,4,3,5
"TRMT2A",9,7,7,7,10,8,9,10
"TRMT2B",5,1,4,4,3,1,3,3
"TRMT44",4,2,2,3,3,2,3,3
"TRMT5",5,2,4,4,5,3,5,4
"TRMT6",6,3,7,6,8,4,8,10
"TRMT61A",3,2,4,3,4,2,4,4
"TRMT61B",7,4,10,7,8,4,8,11
"TRMU",8,6,8,7,9,7,9,9
"TRNAU1AP",9,6,9,7,10,5,10,11
"TRNP1",3,3,10,6,7,4,5,5
"TRNT1",5,2,5,4,4,3,5,5
"TRO",36,38,33,31,38,50,36,34
"TROAP",7,9,4,4,2,3,5,6
"TROVE2",12,11,12,10,12,13,12,12
"TRPA1",0,0,0,0,0,0,0,0
"TRPC1",3,2,3,3,3,4,3,4
"TRPC2",0,0,0,0,0,0,0,0
"TRPC3",1,0,1,1,1,1,2,1
"TRPC4",4,2,6,2,3,3,4,3
"TRPC4AP",37,32,36,34,38,35,37,36
"TRPC5",0,0,1,0,0,1,0,0
"TRPC5OS",0,0,0,0,0,0,0,0
"TRPC6",0,0,0,0,0,0,0,0
"TRPC7",0,0,0,0,0,0,0,0
"TRPM1",0,0,0,0,0,0,0,0
"TRPM2",0,0,0,0,0,0,0,0
"TRPM3",2,2,2,3,3,3,3,2
"TRPM4",3,6,3,2,2,5,3,3
"TRPM5",0,0,0,0,0,0,0,0
"TRPM6",0,0,0,0,0,0,0,0
"TRPM7",4,2,3,4,3,2,3,3
"TRPM8",0,0,0,0,0,0,0,0
"TRPS1",2,2,2,3,2,2,2,2
"TRPT1",34,17,25,33,35,16,34,31
"TRPV1",3,4,2,2,3,4,3,3
"TRPV2",0,0,0,0,0,0,0,0
"TRPV3",0,0,0,0,0,0,0,0
"TRPV4",0,0,0,0,0,0,0,0
"TRPV5",0,0,0,0,0,0,0,0
"TRPV6",0,0,0,0,0,0,0,0
"TRRAP",8,7,7,7,7,9,7,8
"TRUB1",8,6,8,6,10,6,7,10
"TRUB2",14,6,16,12,18,5,17,20
"TSACC",0,0,0,0,0,0,0,0
"TSC1",7,6,5,4,6,7,6,6
"TSC2",22,24,21,19,23,22,22,21
"TSC22D1",63,46,69,75,71,65,63,69
"TSC22D1-AS1",1,0,0,0,1,0,1,1
"TSC22D2",7,9,7,9,7,9,7,8
